340.06,426.67,477.31,470.04,427.26,425.77,324.21,276.24,291.36,231.65,318.8,397.03,427.24,448.1,412.66,462.08,330.71,342.41,297.53,307.2,327.15,442.05,524.24,552.37,630.81,607.28,565.09,529.09,377.5,276.13
313.91,401.87,439.62,468.16,392.14,356.3,285.85,244.34,274.92,239.11,332.05,367.24,445.27,444.23,417.72,395.34,307.4,345.64,294.24,264.95,334.79,367.64,455.4,520.83,590.98,574.89,515.86,498.59,376.28,261.34
359.04,424.67,398.74,453.33,378.13,340.37,322.72,259.37,230.42,243.56,353.41,377.11,431.39,436.36,416.48,373.74,284.44,283.12,213.45,237.09,232.52,269.72,358.24,419.42,481.93,484.21,417.71,417.92,268.08,244.69
278.51,396.19,365.99,421.92,334.11,335.54,267.11,297.23,273.22,294.25,371.28,428.83,465.95,487,396.93,369.34,327.58,360.89,245.34,272.22,226.95,252.34,335.87,328.06,428.72,431.8,380.8,390.01,258.71,223.68
276.65,335.34,313.47,358.15,336.31,305.78,287.84,290.9,289.52,314.05,386.29,398.96,433.05,428.66,430.2,407.13,318.31,393.84,335.44,302.86,281.11,210.82,245.45,253.65,343.96,348.4,344.13,349.25,239.08,190.77
233.65,285.69,324.59,373.35,350.28,307.35,336.49,370.07,363.64,388.66,409.67,416.05,469.97,449.57,507.49,444.63,412.98,449.33,413.65,356.03,325.81,271.92,271.33,243.93,318.42,320.14,309.03,305.21,229.63,187.83
246.24,284.04,313.76,317.73,354.95,323.33,365.14,385.33,394.36,378.94,399.73,443.97,462.42,454.84,483.22,490.28,516.87,498.79,494.26,457.09,358,302.98,271.5,223.46,230.19,237.5,249.97,257.3,184.68,135.35
245.12,296.96,321.53,345.64,318.61,302.31,338.31,367.25,395.91,381.18,388.16,413.93,418.45,448.83,527.94,535.95,518.05,564.15,527.36,462.68,401.85,347.77,290.73,233.17,235.66,242.66,232.71,208.62,159.68,130.38
286.82,312.58,283.51,304.84,285.15,274.24,320.94,325.9,375.64,377.3,411.86,411.92,482.81,500.74,530.18,564.55,537.92,578.13,556.7,504.08,407.93,297.46,260.43,184.92,159.11,151.86,151.71,139.03,103.64,89.21
302.04,345.71,345.46,336.98,297.86,300.88,308.61,337.48,346.12,380.7,427.52,440.76,512.99,547.42,577.45,668.32,640.7,624.09,601.27,521.4,430.6,351.56,262.68,168.62,166.97,140.02,125.44,119.82,67.85,73.578
346.84,347.49,357.01,337.04,264.3,223.71,252.66,251.72,324.5,367.17,425.06,456.84,497.82,501.02,564.72,627.12,632.93,661.26,665.6,526.35,404.62,285.52,206.11,143,140.94,103.92,117.67,114.43,68.843,51.221
279.35,348.55,328.25,322.99,250.49,178.77,201.38,226.23,327.07,371.85,454.47,512.12,547.2,574.17,667.71,682.42,714.96,704.8,619.12,598.93,454.9,335.88,295.25,167.75,155.86,135.15,129.56,136.73,88.677,44.111
302.9,368.37,335.11,300.3,253.85,176.75,218.89,271.32,318.34,384.78,486.69,542.25,602.49,648.19,666.04,694.06,657.02,688.17,577.17,455.89,361.62,280.22,244.36,185.09,215.83,186.31,175.14,171.01,133.19,103.19
284.51,345.62,302.48,276.67,210.88,139.03,132.32,196.07,306.22,357.36,456.26,573.76,608.07,672.35,744.07,725.2,631.34,598.84,503.38,415.85,421.11,332.36,287.85,265.66,282.79,294.78,316.05,294.17,232.07,181.77
289.03,346.83,295.02,267.68,203.33,174.49,186.24,187.82,299.46,385.36,495.05,631.88,658.06,744.95,824.53,754.54,682.82,603.65,517.1,368.28,400.96,334.43,359.65,357.12,398.98,379.54,410.86,360.32,322.31,248.49
276.58,335.3,287.57,237.41,170.42,115.89,112.77,149.57,223.25,311.11,417.81,551.81,614.73,686.83,751.53,727.22,605.45,511.42,444.87,333.07,340.49,339.27,349.64,351.67,414.91,425.03,447.44,441.13,366.08,286.36
287.46,313.7,302.25,224.34,150.23,99.044,70.091,105.16,202.36,283.57,412.4,508.72,639.29,675.19,736.01,702.56,582.53,491.16,390.95,285.39,320.66,301.34,310.98,341.05,412.9,417.67,432.21,439.78,393.97,339.45
268.08,281.21,277.08,198.23,156.27,115.44,86.052,118.13,207.98,263.88,371.8,491.82,601.52,651.76,741.75,687.5,567.37,454.39,343.37,293.68,276.92,314.09,353.85,373.64,411.44,417.22,425.62,455.36,404.14,374.98
200.53,243,193.75,163.41,96.284,64.234,46.581,39.568,121.69,221.81,322.4,458.13,560.93,614.33,637.18,617.94,506.27,410.9,347.16,285.05,269.2,267.73,282.52,314.68,378.77,345.22,384.72,398.85,401.77,332.77
137.11,170.45,127.8,124.44,75.413,60.235,46.981,46.395,85.281,159.19,238.7,320.72,422.76,485.32,518.9,533.61,374.27,287.34,236.3,157.72,184.66,184.48,228.91,236.43,264.34,257.47,314.86,309.46,313.5,282.08
